ID;Job tenure;Age;Car price;Funding amount;Down payment;Loan duration;Monthly payment;Credit event;Married;Homeowner;Default (y);Pred_default (y_hat);PD;Group
2037;7;47;14800;13649;0;60;0,1260;0;1;0;0;0;0,0486;1
2038;20;58;20560;17450;0;60;0,0870;0;1;1;0;0;0,0255;1
2039;16;56;18590;14590;0;84;0,1637;0;0;0;0;0;0,0627;0
2040;9;33;9900;9900;0;60;0,0617;0;1;1;0;0;0,0243;1
2041;0;26;13100;14234;0;60;0,2927;0;1;1;0;0;0,3021;0
2042;27;55;11110;11110;0;72;0,0355;0;1;0;0;0;0,0895;1
2043;0;29;5190;5606;0;48;0,0746;0;0;0;0;0;0,1204;0
2044;3;28;8500;4900;0;48;0,0822;0;0;0;0;0;0,1591;0
2045;12;54;21500;21500;0;72;0,1306;0;0;0;1;0;0,3254;0
2046;0;26;9325;9450;0;60;0,0831;0;0;0;0;1;0,5320;0
2047;9;56;11590;11590;0;96;0,0988;0;0;0;1;0;0,3748;0
2048;25;56;6990;6990;0;48;0,0517;0;1;1;0;0;0,0151;1
2049;21;50;11980;8314;0;48;0,0736;0;0;0;0;0;0,0355;0
2050;35;55;5375;5375;0;24;0,0445;0;1;0;0;0;0,0667;1
2051;17;60;13650;11150;0;24;0,2420;0;1;0;0;0;0,0386;1
2052;20;49;4490;5000;0;48;0,0500;0;0;1;0;0;0,0394;0
2053;1;45;6700;4700;0;24;0,0347;0;0;0;0;0;0,1261;0
2054;5;35;14351;14182;1;60;0,0707;0;0;0;0;0;0,3475;0
2055;4;55;3990;2591;0;12;0,1842;0;0;0;1;0;0,4518;0
2056;19;35;11800;10322;0;60;0,0864;0;1;0;0;0;0,1898;1
2057;2;39;12690;13366;0;60;0,1143;0;0;0;0;1;0,5058;0
2058;0;28;9500;8416;0;96;0,0624;0;0;0;0;0;0,3305;0
2059;12;35;29000;29000;0;72;0,1272;0;1;1;0;0;0,2201;1
2060;17;62;10500;2500;1;24;0,0510;0;1;0;0;0;0,0315;1
2061;3;45;17390;17390;0;60;0,1130;0;1;0;1;0;0,0971;0
2062;0;40;11450;11177;0;48;0,1088;0;0;0;0;0;0,1829;0
2063;3;64;7881;7881;0;48;0,0780;0;1;1;0;0;0,0744;0
2064;4;24;30472;27602;0;60;0,1867;0;0;0;0;0;0,3631;0
2065;0;36;10100;11463;0;60;0,1288;0;0;0;0;0;0,4592;0
2066;18;60;15400;12024;0;48;0,0834;0;1;1;0;0;0,0137;1
2067;1;33;9000;9706;0;48;0,1184;0;0;1;0;0;0,3750;0
2068;5;32;17295;17295;0;72;0,0875;0;0;0;1;0;0,4108;0
2069;3;33;6800;6800;0;36;0,0888;0;0;1;0;0;0,0670;0
2070;16;39;13870;12752;0;72;0,0828;0;1;1;0;0;0,0424;1
2071;18;46;10800;8458;0;60;0,0691;0;1;1;0;0;0,0652;1
2072;21;44;13110;12501;0;72;0,0655;0;1;0;0;0;0,2310;1
2073;28;52;27500;24133;0;60;0,1539;0;0;0;0;0;0,0803;0
2074;4;59;10317;11319;0;48;0,1029;0;0;0;0;0;0,1946;0
2075;30;56;7716;7716;0;36;0,0525;0;1;1;0;0;0,0464;1
2076;4;46;15150;15265;0;60;0,1111;0;1;0;1;0;0,2188;0
2077;0;34;9450;10237;0;60;0,1304;0;1;1;0;0;0,1830;0
2078;2;33;16139;18458;0;60;0,0855;0;1;0;1;1;0,7198;0
2079;15;51;9900;7010;0;36;0,0772;0;0;1;0;0;0,0354;0
2080;8;39;15300;15300;0;60;0,0836;0;1;1;1;0;0,3051;1
2081;20;55;21500;16500;0;60;0,0788;0;1;1;0;0;0,0398;1
2082;25;52;14170;9170;0;48;0,1369;0;1;1;0;0;0,0141;1
2083;6;53;8790;9643;0;72;0,0900;0;1;0;0;0;0,0529;1
2084;14;46;27950;26750;0;96;0,1115;0;1;1;1;0;0,0942;1
2085;0;47;4990;4990;0;60;0,0513;0;1;1;0;0;0,0255;0
2086;5;31;19340;10832;0;60;0,0803;0;1;1;0;0;0,0118;0
2087;9;31;15990;13990;0;96;0,0534;0;1;0;0;0;0,1830;1
2088;21;77;7600;8026;0;72;0,0962;0;0;0;1;1;0,8273;0
2089;7;72;9400;3593;1;24;0,1100;0;1;0;0;0;0,0132;1
2090;19;57;12990;9511;0;48;0,0757;0;0;0;0;0;0,0226;0
2091;1;66;18970;23913;0;96;0,3288;0;1;1;0;0;0,4806;0
2092;26;47;7690;8660;0;48;0,1140;0;1;0;0;0;0,1662;1
2093;4;28;5500;5404;0;48;0,0688;0;0;0;0;0;0,0353;0
2094;14;50;10995;11525;0;96;0,0741;0;1;0;0;0;0,0491;1
2095;6;44;12300;6984;0;84;0,0432;0;1;0;0;0;0,1474;1
2096;0;37;7000;4506;0;36;0,0831;0;1;0;0;0;0,3703;0
2097;2;67;4920;4920;0;36;0,0462;0;1;1;0;0;0,0441;0
2098;0;59;9990;8407;0;48;0,1673;0;1;0;0;0;0,0479;0
2099;2;26;20500;20500;0;60;0,2067;0;0;0;0;0;0,2121;0
2100;12;48;14500;13300;0;96;0,1200;0;1;1;0;0;0,0461;1
2101;19;62;14490;12105;0;60;0,1176;0;1;1;0;0;0,0891;1
2102;5;43;26990;26990;0;36;0,2434;0;1;0;1;1;0,5594;0
2103;0;31;9900;5900;0;48;0,0525;0;0;0;0;0;0,0265;0
2104;6;47;15900;13300;0;48;0,0725;0;1;1;0;0;0,0156;1
2105;6;22;14900;12900;0;72;0,1380;0;0;0;0;0;0,0441;0
2106;7;37;22990;25685;0;96;0,1733;0;0;0;0;0;0,1736;0
2107;3;28;18700;20357;0;72;0,1053;0;1;0;0;0;0,1251;0
2108;0;23;10990;11941;0;60;0,1825;0;0;0;1;1;0,5178;0
2109;31;58;5773;5974;0;24;0,1079;0;0;0;0;0;0,0918;0
2110;14;64;8200;3200;0;12;0,2115;0;1;0;0;0;0,0498;1
2111;0;53;12480;12480;0;60;0,1200;0;0;0;1;0;0,3153;0
2112;0;23;32750;24250;0;72;0,2206;0;0;0;1;1;0,7099;0
2113;2;47;14000;13200;0;60;0,2430;0;0;0;0;0;0,3893;0
2114;5;33;7050;7524;0;48;0,0517;0;1;0;0;0;0,0845;0
2115;0;31;17000;15641;0;96;0,1188;0;0;0;0;0;0,4935;0
2116;30;57;6900;3050;1;24;0,0893;0;0;0;0;0;0,0162;0
2117;2;23;27500;16892;1;60;0,0908;1;0;0;1;1;0,6737;0
2118;26;62;8239;9497;0;60;0,0918;0;1;0;1;0;0,2944;1
2119;7;37;7200;6591;0;72;0,0461;0;1;1;0;0;0,0183;1
2120;26;59;11990;11990;0;60;0,1004;0;1;0;0;0;0,1930;1
2121;2;40;11900;11150;0;48;0,0459;0;1;1;0;0;0,0339;0
2122;6;38;13500;14647;0;60;0,0765;0;0;1;0;0;0,0887;0
2123;9;74;8970;8299;0;72;0,0785;0;1;1;1;0;0,3432;1
2124;4;67;6500;3131;0;24;0,1133;0;0;1;0;0;0,0375;0
2125;0;54;16937;18330;0;60;0,1107;0;1;1;0;0;0,1699;0
2126;1;40;20990;22984;0;72;0,0899;0;0;0;1;0;0,4316;0
2127;33;51;19990;22863;0;60;0,0906;0;0;0;0;0;0,1360;0
2128;1;27;20390;23768;0;96;0,1635;0;0;0;0;1;0,8889;0
2129;24;49;11700;9660;0;60;0,0739;0;0;1;0;0;0,0979;0
2130;25;48;10600;10518;0;72;0,0631;0;1;0;0;0;0,0566;1
2131;27;48;6812;6812;0;48;0,0608;0;1;1;0;0;0,0661;1
2132;1;27;3700;1600;1;36;0,0363;0;0;0;0;0;0,4383;0
2133;7;29;17290;11928;0;60;0,1047;0;0;0;0;0;0,1149;0
2134;2;23;15500;12500;0;36;0,2288;0;0;0;0;0;0,0282;0
2135;1;27;23490;23993;0;48;0,1316;0;0;0;0;1;0,5733;0
2136;1;29;12000;10000;0;48;0,1500;0;1;0;0;0;0,1553;0
2137;21;49;9600;10933;0;60;0,0776;0;1;1;0;0;0,1187;1
2138;6;38;28500;29497;0;48;0,3149;0;1;0;0;0;0,2748;1
2139;10;26;12000;12000;0;48;0,0618;0;1;1;0;0;0,0607;1
2140;5;56;5250;5760;0;48;0,1000;0;0;0;0;0;0,2980;0
2141;17;77;4298;4298;0;48;0,0647;0;0;0;1;0;0,1055;0
2142;1;27;14000;12000;0;36;0,2564;0;1;1;1;0;0,1123;0
2143;1;22;14000;11756;0;48;0,0882;0;0;0;0;0;0,0899;0
2144;5;46;27103;22168;0;36;0,1054;0;1;0;0;0;0,1854;0
2145;3;53;13350;12970;0;60;0,0873;0;1;0;0;0;0,1676;0
2146;30;47;5308;5308;0;36;0,2243;0;1;1;0;0;0,0311;1
2147;29;57;4990;4249;0;36;0,0542;0;1;1;0;0;0,0141;1
2148;3;39;12860;12019;1;72;0,0913;0;0;0;0;0;0,2743;0
2149;10;51;15800;8800;1;48;0,1048;0;1;1;0;0;0,0051;1
2150;3;26;22795;22795;0;84;0,1829;0;0;1;0;1;0,6183;0
2151;8;31;10669;12670;0;84;0,0838;0;0;0;0;0;0,3631;0
2152;2;25;7165;7165;0;36;0,0710;0;0;0;0;0;0,0694;0
2153;8;68;23990;23990;0;60;0,0715;0;0;0;0;0;0,0671;0
2154;1;42;13990;15227;0;84;0,0865;0;1;0;0;0;0,2281;0
2155;2;44;10900;10051;0;48;0,1225;0;0;0;0;0;0,2385;0
2156;13;60;8990;10542;0;72;0,1009;0;0;0;0;0;0,1178;0
2157;22;57;9500;9293;0;36;0,0690;0;1;1;0;0;0,0227;1
2158;11;61;11900;7400;1;60;0,0769;0;1;1;0;0;0,1164;1
2159;18;46;11240;11240;0;36;0,1379;0;0;0;0;0;0,1029;0
2160;1;26;5500;5791;0;72;0,0629;0;0;0;0;0;0,1449;0
2161;8;51;13490;9255;0;60;0,0386;0;1;1;0;0;0,0198;1
2162;25;52;9390;10213;0;60;0,1133;0;0;0;0;0;0,1925;0
2163;0;42;21190;21190;0;72;0,0923;0;0;0;1;0;0,2724;0
2164;3;47;23720;14099;0;60;0,0952;0;1;1;0;0;0,0088;0
2165;20;45;7990;8318;0;48;0,0636;0;0;1;0;0;0,2213;0
2166;24;46;19450;12650;0;60;0,1040;0;1;1;0;0;0,0188;1
2167;9;52;20204;3285;1;12;0,2000;0;1;0;0;0;0,0061;1
2168;3;26;8490;8490;0;84;0,0809;0;0;0;0;0;0,1718;0
2169;2;31;3730;4061;0;60;0,0608;0;0;0;0;0;0,1298;0
2170;1;46;11880;8375;0;96;0,0987;0;0;0;1;0;0,4502;0
2171;10;40;20795;22634;0;60;0,0638;0;1;1;0;0;0,0468;1
2172;11;49;5839;4308;0;48;0,0450;0;0;0;0;0;0,0559;0
2173;2;51;5990;6563;0;72;0,0600;0;0;0;1;0;0,3533;0
2174;13;49;4700;3700;0;24;0,1125;0;0;0;0;0;0,0950;0
2175;8;56;11761;11761;0;48;0,0964;0;0;0;0;0;0,0506;0
2176;12;60;7190;4614;0;36;0,0807;0;0;0;0;0;0,0645;0
2177;1;28;11000;11000;0;60;0,0925;0;1;0;1;0;0,3515;0
2178;7;32;19968;19968;0;60;0,1567;0;0;0;1;0;0,3459;0
2179;10;63;19890;21137;0;72;0,1093;0;1;0;1;0;0,4332;1
2180;9;57;8900;9389;0;48;0,0506;0;1;0;1;0;0,3679;1
2181;25;49;12480;12795;0;48;0,0667;0;1;0;0;0;0,0546;1
2182;4;40;17400;10200;0;36;0,0845;0;1;1;0;0;0,0086;0
2183;0;54;7705;7705;0;48;0,0712;0;0;0;0;0;0,0910;0
2184;22;41;8000;8000;0;72;0,0294;0;1;1;0;0;0,2149;1
2185;0;49;28975;28975;0;96;0,1956;0;0;1;0;1;0,5455;0
2186;9;29;33670;25670;1;84;0,1153;0;1;1;0;0;0,2756;1
2187;1;50;17150;12097;0;60;0,0472;0;1;1;0;0;0,0048;0
2188;0;42;6690;7507;0;96;0,0668;0;0;0;1;1;0,6760;0
2189;3;23;14900;12904;0;60;0,1600;0;0;0;0;0;0,1732;0
2190;5;34;13580;16174;0;72;0,0671;0;1;1;0;0;0,3196;0
2191;3;50;10970;7970;0;48;0,0560;0;0;0;0;0;0,0804;0
2192;32;51;4200;4200;0;24;0,0521;0;1;1;0;0;0,0173;1
2193;4;22;18620;12457;0;48;0,1200;0;0;0;0;0;0,0275;0
2194;33;53;10169;10864;0;48;0,0382;1;1;0;0;0;0,3422;0
2195;5;22;16192;16192;0;60;0,1172;0;0;0;0;0;0,2245;0
2196;8;49;5370;6017;0;48;0,0767;0;1;1;0;0;0,0336;1
2197;12;56;10300;8943;0;60;0,0543;0;1;0;0;0;0,0751;1
2198;3;35;13500;11504;0;72;0,1014;0;1;0;0;0;0,1083;0
2199;4;59;17490;20130;0;96;0,1270;0;1;0;0;0;0,1085;0
2200;28;51;16000;7250;0;48;0,0583;0;0;0;0;0;0,0542;0
2201;4;53;18990;18490;0;60;0,1720;0;1;0;1;0;0,3350;0
2202;16;51;12685;10685;0;60;0,1210;0;1;1;0;0;0,0515;1
2203;33;61;8500;5000;0;48;0,0329;0;1;1;0;0;0,0361;1
2204;20;55;3875;4039;0;36;0,0661;0;0;0;0;0;0,0630;0
2205;9;46;11500;6737;0;60;0,0729;0;0;0;0;0;0,0238;0
2206;11;34;12985;13823;0;60;0,0984;0;1;1;0;0;0,1366;1
2207;4;29;22750;14742;0;36;0,1466;0;0;0;0;0;0,0576;0
2208;28;51;12000;12144;0;84;0,0595;0;1;1;0;0;0,0826;1
2209;29;56;4785;4785;0;12;0,0549;0;0;0;0;0;0,3236;0
2210;1;29;14400;11216;0;48;0,1874;0;0;0;1;0;0,1245;0
2211;26;46;12470;9470;0;48;0,0297;0;1;1;0;0;0,0981;1
2212;1;43;8480;9687;0;60;0,1113;0;0;0;1;0;0,4353;0
2213;0;30;10734;11992;0;96;0,0664;1;1;0;1;1;0,7609;0
2214;2;32;5790;6442;0;48;0,0500;0;1;0;0;0;0,0601;0
2215;4;37;11951;10600;0;72;0,0535;0;1;0;0;0;0,1186;0
2216;3;20;24377;24016;0;60;0,1906;0;0;0;1;1;0,9120;0
2217;21;50;16819;18275;0;60;0,1976;0;0;0;1;0;0,0729;0
2218;5;64;5000;5135;0;12;0,2175;0;1;1;0;0;0,0605;0
2219;21;56;7300;7791;0;60;0,0500;0;1;1;0;0;0,0258;1
2220;4;41;17500;18938;0;60;0,0970;0;0;0;1;0;0,4942;0
2221;12;72;18950;5800;1;36;0,0693;0;1;0;0;0;0,0288;1
2222;1;30;11750;10965;0;48;0,0703;0;0;0;0;0;0,0146;0
2223;0;46;15950;12760;0;48;0,0713;0;0;0;0;0;0,0326;0
2224;7;39;19340;14254;0;96;0,0374;0;1;0;0;0;0,1343;1
2225;4;41;7950;5262;0;24;0,1425;0;0;1;0;0;0,0690;0
2226;18;51;16365;15461;1;72;0,1004;0;0;0;0;0;0,0529;0
2227;2;34;15840;15950;0;60;0,0924;0;1;0;0;0;0,0991;0
2228;7;54;5031;5031;0;60;0,0183;0;1;1;0;0;0,0436;1
2229;1;60;8880;6880;0;96;0,1103;0;0;0;0;0;0,1362;0
2230;1;60;8990;9650;0;60;0,0504;0;1;0;1;0;0,3230;0
2231;7;25;10296;10682;0;24;0,0671;0;0;0;0;0;0,0749;0
2232;7;37;7079;7276;0;84;0,0784;0;0;0;0;0;0,1440;0
2233;25;56;8375;9174;0;48;0,1256;0;1;1;0;0;0,1013;1
2234;3;53;12900;2900;1;24;0,0672;0;0;0;0;0;0,1022;0
2235;12;32;13880;13880;0;72;0,1356;0;0;0;0;0;0,1383;0
2236;16;60;6990;7565;0;96;0,0405;0;1;1;0;0;0,0879;1
2237;3;67;12990;11590;0;60;0,0935;0;1;1;0;0;0,0249;0
2238;3;49;9695;11026;0;60;0,1015;0;1;0;0;0;0,1496;0
2239;1;30;8500;8677;0;60;0,0994;0;0;0;0;0;0,3122;0
2240;3;47;6500;2500;1;24;0,0387;0;1;1;0;0;0,0703;0
2241;7;48;13285;10715;0;48;0,0422;0;1;1;0;0;0,0101;1
2242;5;68;11880;4584;1;24;0,0797;0;0;1;0;0;0,0059;0
2243;5;41;17300;12300;0;60;0,1075;0;0;1;0;0;0,0194;0
2244;17;39;15699;6218;0;24;0,0830;0;0;1;0;0;0,0110;0
2245;23;43;17990;12434;0;60;0,1453;0;0;0;0;0;0,0717;0
2246;8;28;24900;12100;0;48;0,1117;0;1;0;0;0;0,0271;1
2247;1;37;16000;14500;0;60;0,0881;0;1;1;0;0;0,0437;0
2248;31;49;3283;3283;0;24;0,0509;0;1;1;0;0;0,0244;1
2249;4;49;5300;4800;0;48;0,0167;0;0;0;0;0;0,2565;0
2250;5;50;9900;9673;0;96;0,0485;0;0;1;0;0;0,0660;0
2251;4;35;13000;10220;0;48;0,1082;0;1;0;1;0;0,1256;0
2252;5;27;23999;23999;0;60;0,1722;0;0;0;1;1;0,6092;0
2253;28;55;19360;20346;0;48;0,1118;0;1;1;0;0;0,0219;1
2254;26;52;9970;3995;1;24;0,0615;0;1;1;0;0;0,0065;1
2255;1;23;11990;12939;0;60;0,0917;0;0;0;0;0;0,1037;0
2256;17;49;6100;7257;0;84;0,0532;0;0;0;0;0;0,1470;0
2257;13;50;11528;6028;0;48;0,0907;0;0;0;0;0;0,0095;0
2258;1;45;16900;15400;0;48;0,1040;0;0;0;0;0;0,1958;0
2259;0;28;15545;10487;0;60;0,0431;0;0;0;0;0;0,0501;0
2260;15;56;14390;15851;0;96;0,1867;0;0;1;1;0;0,4338;0
2261;0;55;8180;8180;0;36;0,1086;0;1;1;0;0;0,0144;0
2262;25;61;10340;12240;0;96;0,0933;0;0;0;1;1;0,6079;0
2263;5;66;31690;19690;0;72;0,1026;0;1;1;0;0;0,0464;0
2264;13;49;14280;12906;0;72;0,0916;0;1;0;0;0;0,0339;1
2265;1;47;8100;8100;0;60;0,0894;0;0;0;0;0;0,1510;0
2266;25;53;3180;3180;0;12;0,0348;0;0;0;0;0;0,1682;0
2267;18;49;14600;7086;0;36;0,0547;0;0;0;0;0;0,0147;0
2268;26;62;33550;30000;0;96;0,1587;0;1;1;0;0;0,1049;1
2269;17;50;4812;5173;0;36;0,0775;0;0;0;0;0;0,1885;0
2270;0;33;9000;7000;0;24;0,1817;0;0;0;0;0;0,0525;0
2271;2;27;16169;16959;0;72;0,0826;0;0;0;1;0;0,2501;0
2272;0;41;13425;13425;0;72;0,1123;0;0;0;1;1;0,5837;0
2273;15;56;4471;4471;0;48;0,0448;0;1;0;0;0;0,0550;1
2274;7;49;10990;7990;0;60;0,0588;0;1;1;0;0;0,0152;1
2275;1;36;13000;13723;0;36;0,0802;0;1;0;0;0;0,1908;0
2276;2;42;24500;26201;0;48;0,1104;0;0;0;1;1;0,5856;0
2277;5;37;25000;25000;0;96;0,1737;0;1;0;0;0;0,2679;0
2278;2;41;15000;16617;0;96;0,1169;0;1;0;0;0;0,2935;0
2279;1;31;6500;3500;0;36;0,0553;0;0;0;0;0;0,1616;0
2280;2;39;6380;6990;0;72;0,0727;0;0;0;0;0;0,4654;0
2281;2;52;10500;8992;0;48;0,0400;0;1;1;0;0;0,0405;0
2282;2;65;15490;10000;0;48;0,0697;0;1;1;0;0;0,0031;0
2283;17;76;18000;6000;1;60;0,1076;0;1;0;0;0;0,0388;1
2284;9;51;11980;11980;0;84;0,0988;0;1;0;0;0;0,1682;1
2285;1;46;7105;4414;0;48;0,1030;0;1;0;0;0;0,1386;0
2286;19;57;11290;6688;0;36;0,1407;0;0;0;0;0;0,0135;0
2287;0;29;6000;6000;0;24;2,6300;0;1;0;0;0;0,2036;0
2288;12;43;15500;17684;0;60;0,0825;0;1;0;0;0;0,2479;1
2289;2;35;14420;13247;0;48;0,0452;0;1;1;0;0;0,0289;0
2290;0;43;23985;26442;0;72;0,1877;0;0;0;1;1;0,7000;0
2291;0;29;23190;26026;0;60;0,2250;0;0;0;1;1;0,6980;0
2292;30;56;12700;2792;1;24;0,0661;0;0;0;0;0;0,0566;0
2293;2;37;14040;17030;0;96;0,1180;0;0;0;1;1;0,6147;0
2294;4;25;8450;5259;0;24;0,1626;0;1;0;0;0;0,0417;0
2295;24;46;13500;10000;0;48;0,0667;0;0;0;0;0;0,0496;0
2296;27;51;18810;18900;0;60;0,1289;0;1;0;0;0;0,0897;1
2297;28;64;17530;13130;0;60;0,0854;0;1;1;0;0;0,0274;1
2298;5;47;5650;5122;0;60;0,0797;0;0;0;0;0;0,2346;0
2299;19;54;7719;8230;0;36;0,0965;0;1;1;0;0;0,0405;1
2300;10;72;8990;7490;0;48;0,1346;0;1;0;1;0;0,2234;1
2301;22;62;11333;11333;0;60;0,0925;0;1;0;1;0;0,4439;1
2302;6;31;19985;13985;0;60;0,0963;0;0;0;0;0;0,0459;0
2303;9;38;19880;13880;0;72;0,1652;0;0;0;0;0;0,0654;0
2304;1;21;13890;16162;0;96;0,0822;0;0;0;0;0;0,4719;0
2305;2;24;14999;15108;0;72;0,1171;0;1;1;1;0;0,4217;0
2306;23;57;18350;18350;0;72;0,2169;0;1;1;0;0;0,0692;1
2307;4;62;34460;26960;0;72;0,0938;0;0;0;0;1;0,5429;0
2308;0;23;5000;5315;0;36;0,0842;0;0;0;0;0;0,2435;0
2309;19;51;15995;15995;0;60;0,0928;0;1;1;0;0;0,1974;1
2310;14;49;10960;10960;0;60;0,0741;0;1;1;0;0;0,0246;1
2311;25;42;15980;15980;0;48;0,1252;0;0;0;0;0;0,0444;0
2312;13;34;7690;8218;0;48;0,1010;0;1;0;0;0;0,1441;1
2313;4;68;11100;8556;0;48;0,0292;0;0;1;0;0;0,0964;0
2314;3;35;6900;6900;0;60;0,1083;0;0;0;0;0;0,3576;0
2315;0;21;8500;8924;0;84;0,0853;0;0;0;0;0;0,4594;0
2316;15;57;2891;3053;0;24;0,1424;0;1;0;0;0;0,0314;1
2317;5;21;23000;6473;1;24;0,1382;0;0;1;0;0;0,0079;0
2318;18;40;8912;9464;0;36;0,0947;0;1;0;0;0;0,0393;1
2319;3;20;8450;8874;0;72;0,1203;0;0;1;1;0;0,2049;0
2320;4;66;22980;11680;0;60;0,1725;0;1;1;0;0;0,0077;0
2321;5;37;7490;8206;0;72;0,1070;0;1;0;0;0;0,3339;0
2322;0;54;6985;1985;1;12;0,1478;0;0;0;0;0;0,0476;0
2323;0;63;6046;6785;0;72;0,0711;0;0;1;0;0;0,1220;0
2324;16;44;10580;9580;0;60;0,0880;0;1;0;0;0;0,1122;1
2325;0;26;4790;3885;0;48;0,0742;0;0;0;0;0;0,3078;0
2326;3;52;9950;11223;0;96;0,0716;0;0;0;0;0;0,1470;0
2327;19;53;3134;3366;0;36;0,0430;0;1;1;0;0;0,0172;1
2328;20;42;10800;10001;0;36;0,1821;0;1;1;0;0;0,0297;1
2329;29;46;6900;6900;0;72;0,0407;0;1;0;0;0;0,0996;1
2330;0;23;13400;14430;0;48;0,1770;0;0;0;0;0;0,2667;0
2331;1;32;9030;9967;0;60;0,1000;0;0;0;1;0;0,4330;0
2332;0;38;16300;17711;0;60;0,0604;0;0;0;0;0;0,2606;0
2333;11;43;6828;6828;0;48;0,0787;0;1;0;0;0;0,0761;1
2334;1;21;4900;4900;0;48;0,1197;0;0;0;0;0;0,3005;0
2335;5;58;10990;10990;0;60;0,0421;0;1;1;0;0;0,0133;0
2336;1;55;22000;23145;0;84;0,2222;0;0;1;0;0;0,3631;0
2337;6;51;7890;5384;0;48;0,0700;0;0;1;0;0;0,2216;0
2338;12;43;22885;13885;0;48;0,1391;0;1;1;0;0;0,0114;1
2339;11;53;14440;15666;0;60;0,1307;0;1;0;0;0;0,1352;1
2340;19;51;6778;6778;0;48;0,0962;0;0;0;0;0;0,0424;0
2341;0;33;15900;17423;0;72;0,0891;0;1;1;0;0;0,2617;0
2342;8;62;11900;10079;0;48;0,1646;0;1;1;0;0;0,0831;1
2343;15;46;6095;6605;0;24;0,0803;0;1;1;0;0;0,0487;1
2344;10;74;22900;22900;0;60;0,1711;0;1;1;1;0;0,2912;1
2345;0;65;8999;6252;0;36;0,1415;0;0;0;0;0;0,0357;0
2346;15;35;14500;12259;0;60;0,1093;0;0;0;0;0;0,0602;0
2347;4;63;6940;6458;0;96;0,1185;0;1;1;0;0;0,0531;0
2348;3;41;11990;13030;0;72;0,0620;0;0;1;0;0;0,1548;0
2349;1;18;17964;17797;0;60;0,1109;0;0;0;1;1;0,5743;0
2350;18;58;14350;9854;0;48;0,0822;0;1;0;0;0;0,0221;1
2351;0;34;5900;4206;0;48;0,0504;0;1;0;1;0;0,2739;0
2352;5;36;13684;13927;0;12;0,0867;0;1;0;0;0;0,1857;0
2353;4;38;14750;12743;0;60;0,0947;0;0;0;1;0;0,2326;0
2354;1;64;9500;6266;0;36;0,0448;0;1;1;0;0;0,0172;0
2355;6;31;10500;10500;0;60;0,0900;0;1;0;0;0;0,1014;1
2356;1;42;18490;20887;0;96;0,1503;0;1;0;1;0;0,4992;0
2357;19;48;14590;15168;0;72;0,1057;0;1;0;1;0;0,2262;1
2358;0;21;5000;5000;0;36;0,0735;0;0;0;0;0;0,2088;0
2359;14;42;16680;7005;0;24;0,0671;0;1;0;0;0;0,0211;1
2360;4;46;10700;8304;0;48;0,0722;0;1;1;0;0;0,1332;0
2361;10;70;16900;16000;0;60;0,1250;0;1;0;0;0;0,0927;1
2362;4;63;21990;22105;0;60;0,0983;0;0;0;1;1;0,6765;0
2363;18;61;15500;12734;0;84;0,0967;0;1;0;0;0;0,1784;1
2364;27;62;17832;15984;0;48;0,1552;0;1;0;0;0;0,1103;1
2365;7;27;25000;24679;0;60;0,1667;0;0;1;0;0;0,0877;0
2366;25;54;6500;6499;0;60;0,0435;0;1;0;1;0;0,2014;1
2367;1;31;22950;25108;0;72;0,1239;0;1;0;1;1;0,6554;0
2368;1;48;8700;9584;0;72;0,0854;0;1;0;0;1;0,5545;0
2369;13;40;16800;15690;1;48;0,0769;0;1;1;0;0;0,0870;1
2370;36;60;25890;25890;0;48;0,1636;0;0;1;0;0;0,1766;0
2371;3;47;25000;13000;0;36;0,0507;0;1;1;0;0;0,0027;0
2372;16;47;6500;6500;0;48;0,0735;0;1;0;0;0;0,1089;1
2373;37;59;21490;7605;1;24;0,1093;0;1;0;0;0;0,0114;1
2374;26;43;7200;6208;0;60;0,0500;0;0;1;0;0;0,0701;0
2375;25;52;12000;6000;0;48;0,0700;0;1;1;0;0;0,0571;1
2376;1;31;11490;6518;0;24;0,2021;0;0;0;0;0;0,0242;0
2377;1;38;31000;27234;0;84;0,3119;0;0;0;1;1;0,8623;0
2378;2;25;5660;4090;0;36;0,0877;0;1;0;0;0;0,0543;0
2379;1;21;5595;5924;0;84;0,0762;0;0;0;0;0;0,2523;0
2380;2;49;3846;3202;0;36;0,0620;0;0;0;1;0;0,2441;0
2381;0;49;8905;9488;1;48;0,0580;0;1;0;0;0;0,4350;0
2382;17;78;3239;3269;0;12;0,1338;0;1;1;0;0;0,0441;1
2383;5;27;14990;16433;0;72;0,1070;0;1;0;1;0;0,2530;0
2384;2;59;9882;5085;1;24;0,1263;0;0;0;0;0;0,0068;0
2385;9;26;21000;18257;0;48;0,1400;0;0;1;0;0;0,0391;0
2386;0;56;6600;6600;0;60;0,0417;0;1;0;0;0;0,2036;0
2387;13;49;10480;10299;0;60;0,0615;0;0;0;0;0;0,0254;0
2388;12;49;15990;13766;0;60;0,1065;0;1;1;0;0;0,0370;1
2389;21;76;5900;2400;1;36;0,0355;0;0;0;0;0;0,1761;0
2390;18;46;29490;25813;0;36;0,0738;0;1;1;0;0;0,1820;1
2391;6;69;5300;5693;0;24;0,1676;0;1;1;0;0;0,1151;1
2392;19;42;20990;6500;1;36;0,0738;0;1;1;0;0;0,0160;1
2393;25;60;16753;15796;0;72;0,2058;0;1;1;1;0;0,1820;1
