ID;Job tenure;Age;Car price;Funding amount;Down payment;Loan duration;Monthly payment;Credit event;Married;Homeowner;Default (y);Pred_default (y_hat);PD;Group
1;34;55;4875;3087;0;36;0,0479;0;1;1;0;0;0,0245;1
2;5;29;13000;13000;0;60;0,0917;0;0;0;1;0;0,3317;0
3;14;38;17190;14190;0;60;0,0882;0;0;0;0;0;0,1875;0
4;16;37;22773;23568;0;48;0,1101;0;1;1;0;0;0,0354;1
5;1;61;7700;8526;0;48;0,1234;0;1;0;1;0;0,3409;0
6;17;50;10250;5750;0;48;0,1102;0;0;1;0;0;0,1025;0
7;8;45;8050;6050;0;48;0,0604;0;0;0;0;0;0,1108;0
8;10;51;9950;9610;0;60;0,0697;0;0;0;0;0;0,0992;0
9;1;28;3890;4306;0;36;0,0747;1;1;0;1;1;0,6511;0
10;1;28;10790;11954;0;84;0,1109;0;0;0;1;1;0,6549;0
11;6;36;15589;9366;0;48;0,0858;0;1;0;0;0;0,0386;1
12;3;67;15990;15487;0;48;0,0600;0;0;0;0;0;0,0724;0
13;2;48;13400;11800;0;96;0,1808;0;0;0;0;0;0,1470;0
14;5;39;25790;25901;0;60;0,0917;0;1;0;0;0;0,2014;0
15;15;53;3400;3400;0;24;0,0677;1;1;1;0;0;0,1392;0
16;1;30;18400;13169;0;36;0,5556;0;0;0;0;0;0,0699;0
17;5;23;24250;20594;0;48;0,1633;0;0;0;0;0;0,0713;0
18;3;22;9078;9909;0;60;0,0908;0;0;1;0;0;0,3639;0
19;0;25;15990;17302;0;60;0,1585;0;0;0;0;0;0,4148;0
20;44;60;13800;11808;0;72;0,0710;0;1;1;0;0;0,0207;1
21;0;30;6990;5433;0;60;0,0817;0;1;0;1;1;0,6667;0
22;8;32;16120;11448;0;60;0,0544;0;0;1;0;0;0,0244;0
23;26;58;14990;10690;0;72;0,1100;0;0;1;0;0;0,0502;0
24;3;26;14140;4840;1;12;0,2986;0;1;1;0;0;0,0120;0
25;10;61;8600;8600;0;36;0,1770;0;1;1;0;0;0,0560;1
26;4;67;2986;2986;0;12;0,1954;0;1;0;0;0;0,1811;0
27;44;61;19312;19312;0;72;0,1204;0;1;0;0;0;0,1204;1
28;0;24;10990;10000;0;60;0,0836;0;0;0;0;0;0,2502;0
29;5;51;13600;13600;0;48;0,0245;0;1;1;0;0;0,0545;0
30;2;29;8200;7352;0;84;0,0761;0;0;0;0;0;0,0717;0
31;2;49;5950;5753;0;60;0,0892;0;1;0;0;0;0,0331;0
32;9;71;22830;12330;0;36;0,0667;0;1;0;0;0;0,0174;1
33;4;53;14900;13500;0;72;0,1085;0;1;0;0;0;0,0566;0
34;14;41;16200;17569;0;60;0,0962;0;1;1;0;0;0,1587;1
35;4;44;9289;9289;0;48;0,0710;0;0;0;1;1;0,8147;0
36;22;49;11000;10843;0;60;0,1243;0;0;0;0;0;0,1627;0
37;16;45;24000;25792;0;96;0,1048;0;1;1;1;0;0,1707;1
38;25;58;18538;9273;0;60;0,0558;0;1;0;0;0;0,1119;1
39;40;61;8400;8400;0;60;0,0342;0;1;0;0;0;0,1025;1
40;6;36;17300;20403;0;84;0,0653;0;1;1;0;0;0,1213;1
41;27;56;12049;13585;0;60;0,1364;0;1;1;0;0;0,0534;1
42;21;40;6752;6752;0;36;0,0593;0;1;1;0;0;0,0469;1
43;4;47;6990;7700;0;72;0,0997;0;1;0;0;0;0,2507;0
44;15;52;27985;27985;0;72;0,1028;0;0;1;0;0;0,2457;0
45;1;47;16500;14565;0;72;0,0904;0;0;0;0;0;0,0339;0
46;1;22;8500;8500;0;48;0,0556;0;0;0;0;0;0,1233;0
47;3;23;16250;13785;0;60;0,0856;0;0;0;0;0;0,4002;0
48;3;49;6166;6841;0;60;0,0933;0;1;1;1;0;0,3031;0
49;3;61;9710;9220;0;48;0,0625;0;1;0;0;0;0,1856;0
50;0;30;7480;7978;0;36;0,1059;0;1;0;1;0;0,4446;0
51;1;19;18990;20450;0;72;0,0806;0;0;0;1;1;0,7416;0
52;2;22;13000;2500;1;12;0,1223;0;0;0;0;0;0,0165;0
53;30;58;35480;16000;0;60;0,0685;0;1;1;0;0;0,0138;1
54;3;57;8900;4802;1;60;0,0621;0;0;0;0;0;0,1507;0
55;1;28;6450;6404;0;36;0,1044;0;1;0;1;1;0,5671;0
56;21;53;18990;18567;0;96;0,0789;0;1;1;0;0;0,2468;1
57;12;46;5900;5750;0;60;0,0450;0;1;1;0;0;0,0285;1
58;28;52;22990;15410;1;72;0,1335;0;1;1;0;0;0,0143;1
59;15;56;11801;12500;1;60;0,0596;0;0;1;0;0;0,0297;0
60;28;48;29139;9139;1;36;0,1688;0;1;1;0;0;0,0103;1
61;7;71;11490;11490;0;72;0,1248;0;1;0;0;0;0,1682;1
62;24;58;13500;11950;0;60;0,0627;0;0;0;0;0;0,0661;0
63;4;23;19890;16747;0;48;0,1471;0;0;0;0;0;0,0319;0
64;0;65;11490;7690;0;60;0,1490;0;0;0;0;0;0,1027;0
65;0;22;14900;14900;0;60;0,2000;0;0;0;0;0;0,1900;0
66;9;36;19683;22848;0;72;0,0844;0;1;0;0;0;0,1928;1
67;3;42;8899;6014;0;72;0,0762;0;0;0;0;0;0,0431;0
68;7;27;12880;11292;0;48;0,1275;0;1;0;0;0;0,0595;1
69;10;51;16900;17920;0;72;0,2092;0;1;0;0;0;0,0738;1
70;0;53;13200;14383;0;36;0,1546;0;0;1;0;0;0,1375;0
71;13;73;14950;10950;0;84;0,0931;0;1;0;0;0;0,1608;1
72;2;27;8300;8300;0;72;0,0700;0;0;0;0;0;0,1587;0
73;1;50;17900;17900;0;60;0,1982;0;1;0;0;0;0,0754;0
74;1;37;14700;7118;1;24;0,1275;0;1;1;0;0;0,0042;0
75;10;74;7490;2490;1;12;0,1638;0;1;1;0;0;0,0131;1
76;4;23;9000;8591;0;36;0,1946;0;0;0;0;0;0,0613;0
77;0;34;16700;14886;0;60;0,1756;0;0;0;0;0;0,0919;0
78;3;43;26179;29248;0;96;0,1434;0;1;0;0;0;0,3463;0
79;16;63;7146;7146;0;36;0,1507;0;0;1;0;0;0,1796;0
80;0;44;5839;6067;0;24;0,0255;0;1;0;0;0;0,2350;0
81;16;38;14900;14900;0;48;0,0724;0;1;1;0;0;0,0827;1
82;3;53;5690;5608;0;72;0,0525;0;0;0;1;1;0,5354;0
83;4;37;28854;29000;0;72;0,1112;0;1;0;1;0;0,3116;0
84;14;35;17960;14960;0;48;0,1000;0;0;0;0;0;0,0276;0
85;17;53;9800;9800;0;72;0,0413;0;1;1;0;0;0,0206;1
86;0;33;8900;7400;0;60;0,0772;0;1;0;0;0;0,2107;0
87;2;66;9500;11524;0;72;0,1522;1;0;1;1;1;0,7621;0
88;8;47;9950;7950;0;48;0,0412;0;1;1;0;0;0,0265;1
89;39;63;15990;13142;0;72;0,0793;0;1;1;0;0;0,0421;1
90;4;46;10900;11942;0;72;0,0954;0;1;0;0;0;0,1829;0
91;19;71;14850;10000;0;60;0,0600;0;1;1;0;0;0,0284;1
92;2;56;22129;17629;0;96;0,0955;0;1;1;0;0;0,0111;0
93;23;85;10000;7500;0;36;0,1513;0;1;0;0;0;0,0966;1
94;9;34;19990;14190;0;60;0,1219;0;1;0;0;0;0,0206;1
95;1;43;11079;11079;0;72;0,1024;0;1;1;0;0;0,1440;0
96;10;51;18500;20378;0;72;0,0957;0;1;0;0;0;0,3094;1
97;5;41;12968;12968;0;48;0,1389;0;1;0;0;0;0,4716;0
98;6;37;8990;8650;0;72;0,0421;0;0;0;0;0;0,1130;0
99;1;29;13990;11990;0;84;0,0735;0;0;0;0;0;0,0567;0
100;3;37;9990;8052;0;36;0,1205;0;1;0;0;0;0,0372;0
101;8;25;5900;3315;1;48;0,0180;0;1;0;0;0;0,2464;1
102;1;40;15990;14990;0;60;0,1271;0;1;0;1;0;0,3668;0
103;3;22;6600;2764;1;24;0,0857;0;0;0;0;0;0,2499;0
104;0;41;16379;15374;0;48;0,0777;1;0;0;1;1;0,6786;0
105;0;38;7750;6712;0;36;0,1165;0;0;0;1;1;0,5161;0
106;0;48;6090;6340;0;48;0,0746;0;1;0;1;1;0,6942;0
107;6;28;20400;18900;0;60;0,1094;0;0;0;0;0;0,0284;0
108;0;45;16300;16300;0;72;0,0691;0;1;1;0;0;0,0615;0
109;4;51;7680;8897;0;72;0,0416;0;1;0;0;0;0,2287;0
110;2;23;17990;19713;0;72;0,1776;0;0;0;1;1;0,8429;0
111;3;30;6012;6456;0;36;0,1727;0;0;0;0;0;0,2175;0
112;0;42;9990;11381;0;60;0,0640;0;0;1;0;0;0,2772;0
113;8;30;11375;11375;0;96;0,0782;0;0;1;0;0;0,1398;0
114;26;52;10990;10890;0;96;0,0213;0;1;1;0;0;0,0458;1
115;4;34;13390;8615;0;48;0,0776;0;1;0;0;0;0,0406;0
116;24;48;9490;10760;0;72;0,0800;0;0;1;0;0;0,3423;0
117;1;20;14800;18043;0;96;0,1547;0;0;0;1;1;0,7094;0
118;7;29;3130;3130;0;36;0,0700;0;1;0;0;0;0,0429;1
119;3;20;22586;22682;0;60;0,1815;0;0;0;1;1;0,9258;0
120;31;47;12163;10163;0;48;0,0880;0;1;1;0;0;0,0847;1
121;26;44;5133;5133;0;36;0,0841;0;0;0;0;0;0,4339;0
122;1;59;11650;5906;0;36;0,0889;0;1;0;0;0;0,0165;0
123;5;31;16110;15870;1;96;0,0706;0;1;0;0;0;0,3909;0
124;0;26;10540;10540;0;60;0,0756;0;0;0;1;0;0,1915;0
125;1;41;12900;14292;0;84;0,1258;0;1;0;1;1;0,6235;0
126;19;60;18000;16905;0;24;0,2247;0;1;1;1;0;0,1612;1
127;27;54;17800;20607;0;96;0,1030;0;0;1;0;0;0,3521;0
128;22;45;17508;17508;0;72;0,0493;0;1;0;1;0;0,1132;1
129;6;52;5844;6331;0;48;0,0686;0;0;0;0;0;0,1105;0
130;27;50;18700;10200;0;96;0,0391;0;1;1;0;0;0,0209;1
131;1;47;6243;6243;0;36;0,1269;0;1;0;0;0;0,1699;0
132;10;52;715;715;0;8;0,0455;0;1;1;0;0;0,0376;1
133;10;76;4764;4764;0;24;0,0833;0;0;0;1;0;0,3402;0
134;2;58;12000;17159;0;84;0,0936;0;1;1;0;0;0,1202;0
135;19;56;19160;15538;0;48;0,1042;0;1;1;0;0;0,0073;1
136;38;55;15800;6315;0;48;0,0333;0;1;1;0;0;0,0087;1
137;2;42;9680;10910;0;96;0,0669;0;1;1;1;0;0,3073;0
138;4;59;6572;5000;0;36;0,4167;0;1;1;0;0;0,0420;0
139;9;59;19990;22103;0;72;0,1718;0;1;0;1;1;0,7018;1
140;15;42;11590;12611;0;60;0,0855;0;0;0;0;0;0,3500;0
141;9;42;24349;24349;0;72;0,2127;0;0;0;0;0;0,1523;0
142;42;59;18946;17046;1;60;0,1077;0;1;0;0;0;0,0422;1
143;0;38;24880;27364;0;72;0,1163;0;1;0;1;1;0,5927;0
144;1;49;14280;12280;0;60;0,0491;0;1;0;0;0;0,0413;0
145;4;45;3490;3490;0;48;0,0418;0;0;1;0;0;0,0463;0
146;5;22;20750;19050;0;60;0,1227;0;0;1;0;0;0,1640;0
147;7;34;12500;11236;0;48;0,0652;0;0;0;0;0;0,0364;0
148;0;31;12450;13800;0;72;0,1179;0;0;0;1;1;0,6278;0
149;0;52;3990;4417;0;36;0,0707;0;0;0;1;0;0,4931;0
150;8;32;14640;8122;1;24;0,0782;0;0;0;0;0;0,0292;0
151;17;60;15600;16267;0;72;0,1539;0;1;1;0;0;0,1465;1
152;16;46;15500;13000;0;96;0,0529;0;1;1;0;0;0,0173;1
153;17;51;7436;8001;0;48;0,0325;0;1;1;0;0;0,0426;1
154;7;72;7450;7756;0;48;0,1167;0;1;1;0;0;0,0501;1
155;20;55;14990;14990;0;96;0,1718;0;1;1;0;0;0,3230;1
156;2;66;29000;29000;0;60;0,1788;0;1;1;1;1;0,5964;0
157;5;40;20849;20849;0;60;0,0718;0;0;0;0;0;0,1737;0
158;15;57;26790;15790;0;48;0,0980;0;1;1;0;0;0,0057;1
159;27;52;4884;4884;0;24;0,1413;0;1;1;0;0;0,0162;1
160;23;42;16700;12658;0;60;0,0613;0;1;1;0;0;0,0436;1
161;2;24;2272;2417;0;24;0,0815;0;0;0;0;0;0,1382;0
162;0;42;23900;20451;0;60;0,1087;0;0;0;0;0;0,2356;0
163;7;43;7320;6558;0;72;0,0955;0;0;1;0;0;0,1533;0
164;5;46;5950;5950;0;48;0,0685;0;0;0;0;0;0,2424;0
165;0;59;2846;2846;0;48;0,0531;0;0;0;1;1;0,5305;0
166;41;61;5572;4728;0;36;0,0730;1;1;0;0;0;0,1332;0
167;18;46;2500;2656;0;24;0,0456;0;1;1;0;0;0,0605;1
168;0;25;16890;16153;0;60;0,1717;0;0;0;0;0;0,1915;0
169;2;27;26228;21368;0;72;0,0962;0;0;0;0;0;0,2302;0
170;2;24;7560;6592;0;60;0,0700;0;0;0;0;0;0,1079;0
171;2;47;11450;4000;1;36;0,0990;0;1;1;0;0;0,0018;0
172;4;42;13800;13800;0;60;0,0441;0;1;1;0;0;0,0894;0
173;6;58;11950;12709;0;96;0,1333;0;1;0;0;0;0,0698;1
174;7;59;9990;9774;0;96;0,0700;0;0;0;0;0;0,1359;0
175;3;84;10800;5000;0;48;0,0800;0;1;0;0;0;0,2172;0
176;4;26;11650;12917;0;72;0,0341;0;1;0;1;0;0,3374;0
177;1;23;13000;11248;0;48;0,1600;0;0;0;0;0;0,2240;0
178;15;78;12540;12240;0;48;0,1346;0;0;1;0;0;0,4963;0
179;6;29;35010;29010;0;60;0,1356;0;1;0;0;0;0,1339;1
180;1;20;16790;18821;0;60;0,2042;0;0;0;1;1;0,9312;0
181;12;59;27219;20219;0;48;0,1000;0;1;1;0;0;0,0561;1
182;4;52;3927;4349;0;36;0,0516;0;1;1;0;0;0,0205;0
183;6;52;9700;8576;0;36;0,1453;0;0;0;0;0;0,0287;0
184;0;34;28650;26973;0;72;0,1326;0;1;0;1;1;0,6473;0
185;0;60;13490;12147;0;36;0,1434;0;1;0;0;0;0,0486;0
186;0;37;10120;11306;0;96;0,0591;0;0;0;0;0;0,2017;0
187;25;64;8100;3600;1;24;0,0517;0;1;1;0;0;0,0107;1
188;18;47;12844;12844;0;41;0,1088;0;1;1;1;0;0,2886;1
189;6;38;12159;10659;0;60;0,0939;0;1;1;0;0;0,0360;1
190;2;63;6990;5990;0;60;0,0541;0;0;0;0;0;0,3154;0
191;17;56;14490;10814;0;48;0,0649;0;1;1;0;0;0,0058;1
192;3;23;5950;6783;0;60;0,0871;0;0;0;0;0;0,2081;0
193;36;56;21400;15925;0;60;0,1042;0;1;0;0;0;0,0214;1
194;5;47;9900;8700;0;72;0,1050;0;0;1;0;0;0,0660;0
195;2;29;15000;14724;0;24;0,1844;0;0;1;0;0;0,1673;0
196;0;44;11389;13738;0;84;0,1126;0;0;0;0;1;0,7543;0
197;3;19;7990;4255;1;24;0,1431;0;0;0;0;0;0,0378;0
198;0;42;4000;4250;0;24;0,0579;0;1;0;1;1;0,5217;0
199;13;48;10360;10094;0;48;0,1036;0;0;0;0;0;0,0785;0
200;5;50;10338;11242;0;60;0,1033;0;0;0;0;0;0,1520;0
201;18;41;23490;20490;0;60;0,0600;0;1;0;0;0;0,0804;1
202;1;39;22900;21802;0;72;0,1846;0;0;0;0;0;0,4063;0
203;14;42;7922;8874;0;48;0,0924;0;1;1;0;0;0,1233;1
204;1;62;7980;6480;0;36;0,0843;0;1;1;0;0;0,1053;0
205;15;52;18500;17800;0;60;0,0663;0;1;0;0;0;0,0643;1
206;1;37;18490;20058;0;60;0,1969;0;0;0;1;1;0,7763;0
207;1;30;9200;9900;0;48;0,3125;0;0;0;0;1;0,5251;0
208;12;36;25990;26120;0;72;0,0897;0;0;0;1;0;0,3673;0
209;21;46;8914;8914;0;30;0,1037;0;0;0;0;0;0,0452;0
210;4;25;7154;7749;0;60;0,0741;0;0;0;0;0;0,0761;0
211;12;32;20016;23250;0;96;0,2473;0;0;0;1;1;0,6867;0
212;24;43;23000;9000;1;12;0,2321;0;1;0;0;0;0,0371;1
213;3;22;3990;4290;0;36;0,0914;0;0;1;1;0;0,0718;0
214;36;52;15825;10260;1;36;0,0925;0;1;0;0;0;0,0250;1
215;21;42;9016;9016;0;36;0,0950;0;0;1;0;0;0,0421;0
216;1;53;5981;6229;0;24;0,0639;0;1;1;0;0;0,0551;0
217;42;59;16450;5600;1;24;0,0913;0;1;1;0;0;0,0060;1
218;1;64;22610;18874;0;48;0,1700;0;0;1;1;0;0,2913;0
219;0;22;17890;19438;0;60;0,3104;0;0;0;1;1;0,9403;0
220;0;19;13000;11615;0;60;0,1904;0;0;0;0;0;0,3650;0
221;1;26;12490;13112;0;72;0,1658;0;1;0;0;0;0,1024;0
222;8;54;8999;10364;0;60;0,0985;0;1;0;0;0;0,1307;1
223;23;62;8480;8725;0;72;0,0438;0;1;0;1;0;0,1932;1
224;4;22;20490;20490;0;60;0,1330;0;0;0;0;0;0,2300;0
225;6;69;12370;9718;0;72;0,0504;0;0;1;0;0;0,0397;0
226;3;39;11450;10750;0;60;0,1071;0;0;1;0;0;0,1266;0
227;0;26;11240;11240;0;60;0,1048;0;0;0;0;0;0,3515;0
228;1;52;19350;22561;0;72;0,1361;0;0;0;1;1;0,8546;0
229;4;50;17460;18490;1;60;0,1213;0;1;1;0;0;0,2022;0
230;4;33;8970;10433;0;72;0,1019;0;0;0;0;0;0,3447;0
231;2;65;7500;7499;0;96;0,0620;0;1;0;0;0;0,1427;0
232;1;41;23860;20990;0;84;0,0939;0;1;0;0;0;0,1478;0
233;18;62;18200;20577;0;60;0,2514;0;1;1;0;0;0,3590;1
234;0;27;3546;3809;0;36;0,1018;1;1;0;1;1;0,8077;0
235;12;37;23000;15181;0;60;0,0863;0;1;1;0;0;0,0231;1
236;32;60;22100;16000;0;48;0,0567;0;1;1;0;0;0,0085;1
237;8;29;9990;9490;0;96;0,0540;0;0;0;1;0;0,3223;0
238;24;50;10990;9390;0;60;0,1264;0;1;1;0;0;0,0734;1
239;2;49;21145;25455;0;72;0,2733;0;0;1;0;1;0,6183;0
240;5;29;4467;4817;0;48;0,0908;0;0;0;0;0;0,0418;0
241;22;40;23049;17931;0;36;0,0609;0;0;1;0;0;0,0160;0
242;3;21;11700;9200;0;48;0,1089;0;0;1;0;0;0,4207;0
243;18;53;6300;6835;0;60;0,0692;0;0;1;1;0;0,3102;0
244;25;71;6810;6810;0;72;0,0758;0;0;0;1;1;0,7885;0
245;2;58;6340;6695;0;72;0,0958;0;0;0;0;0;0,3045;0
246;14;60;11385;11485;0;96;0,1000;0;0;1;0;0;0,1414;0
247;18;56;10600;11171;0;48;0,1680;0;1;1;0;0;0,0761;1
248;9;38;8950;7939;0;48;0,0541;0;0;0;0;0;0,0829;0
249;4;42;19400;21925;0;60;0,0884;0;0;0;1;1;0,5920;0
250;29;57;13900;12514;0;60;0,0509;0;1;1;0;0;0,0157;1
251;2;31;15900;17019;0;36;0,2250;0;1;0;0;0;0,3528;0
252;3;36;18470;20098;0;60;0,1131;0;1;0;0;0;0,2779;0
253;19;36;19500;18200;0;60;0,0524;0;1;1;0;0;0,0483;1
254;1;62;5900;4400;0;48;0,0421;0;1;0;0;0;0,2847;0
255;22;57;4472;4472;0;36;0,0312;0;1;1;0;0;0,0184;1
256;1;52;14000;4337;1;60;0,0390;0;1;0;0;0;0,0280;0
257;7;32;15680;17430;0;48;0,0944;0;1;0;0;0;0,1263;1
258;4;35;12490;13838;0;84;0,1009;0;0;0;0;1;0,5173;0
259;1;43;3400;3757;0;36;0,1055;0;0;0;0;0;0,3048;0
260;0;26;5019;5548;0;36;0,1407;1;0;0;1;1;0,7769;0
261;2;22;12500;12505;0;60;0,1167;0;1;0;0;0;0,3098;0
262;4;23;13990;17022;0;96;0,1484;0;0;0;1;0;0,4500;0
263;1;61;23115;23115;0;48;0,1500;0;0;0;0;1;0,5809;0
264;32;59;13700;12700;0;84;0,1050;0;0;0;0;0;0,2980;0
265;32;52;7700;8619;0;48;0,0693;0;1;0;0;0;0,2088;1
266;16;54;11990;6847;0;36;0,1233;0;1;1;0;0;0,0103;1
267;15;58;13490;13490;0;60;0,0630;0;1;1;0;0;0,0110;1
268;9;56;11790;11790;0;72;0,0970;0;1;1;0;0;0,0898;1
269;5;28;16250;12750;0;48;0,1799;0;0;0;0;0;0,0411;0
270;17;43;16800;11100;0;36;0,1443;0;1;0;0;0;0,0226;1
271;20;82;7590;5090;0;24;0,0433;0;0;1;1;0;0,2043;0
272;3;25;5750;6441;0;48;0,1175;0;0;0;1;0;0,4994;0
273;6;28;14690;14690;0;60;0,0578;0;0;0;0;0;0,0753;0
274;28;64;13950;12450;0;60;0,1380;0;1;1;0;0;0,0670;1
275;9;49;19400;16900;0;48;0,1055;0;1;1;0;0;0,0212;1
276;1;21;2350;2500;0;24;0,1294;0;0;0;1;0;0,4774;0
277;15;53;7000;6471;0;48;0,1168;0;1;1;0;0;0,0745;1
278;13;55;22640;25186;0;96;0,1873;0;1;0;0;0;0,1814;1
279;15;78;4365;1550;1;12;0,0825;0;0;0;0;0;0,0993;0
280;5;32;11490;11490;0;48;0,0716;0;1;0;0;0;0,1406;0
281;4;56;9738;9738;0;36;0,1617;0;1;1;0;0;0,1815;0
282;1;51;7790;2999;1;36;0,0900;0;1;0;0;0;0,0298;0
283;11;71;12790;12816;0;48;0,0833;0;1;1;0;0;0,2963;1
284;10;71;2775;2804;0;12;0,1062;0;0;0;1;0;0,2199;0
285;4;66;8816;8916;0;48;0,0490;0;0;1;0;0;0,0626;0
286;20;59;21450;22560;0;96;0,1087;0;0;0;1;0;0,3919;0
287;28;46;16990;18789;0;72;0,0850;0;0;0;0;0;0,0921;0
288;12;34;17500;17500;0;60;0,0628;0;1;1;0;0;0,1047;1
289;7;55;11390;11390;0;60;0,1154;0;1;1;0;0;0,0386;1
290;3;27;13590;13700;0;60;0,1250;0;0;0;1;0;0,2676;0
291;3;48;9950;10533;0;72;0,1021;0;0;0;0;0;0,4575;0
292;2;26;2000;2072;0;12;0,0838;0;0;0;0;0;0,0909;0
293;0;32;14900;10900;0;48;0,1642;0;0;0;0;0;0,1030;0
294;34;53;20245;20995;0;72;0,0908;0;0;1;0;0;0,1220;0
295;1;48;8000;7063;0;60;0,1182;0;0;0;0;0;0,2891;0
296;7;58;4643;4894;0;48;0,0478;0;1;1;0;0;0,0738;1
297;10;40;8475;9652;0;60;0,0924;0;1;0;0;0;0,1935;1
298;26;45;8900;6900;0;60;0,0640;0;0;0;0;0;0,1015;0
299;24;47;15030;15158;0;48;0,0895;0;1;1;0;0;0,0828;1
300;19;39;22900;20300;0;72;0,0501;0;1;1;0;0;0,0551;1
301;2;42;11990;17726;0;48;0,1366;0;1;1;0;0;0,1171;0
302;0;21;4140;4397;0;24;0,1175;0;0;0;1;1;0,5327;0
303;30;51;28780;27930;0;60;0,1255;0;0;0;0;0;0,1649;0
304;0;23;25280;20280;0;36;0,1488;0;0;0;1;0;0,2550;0
305;11;34;7990;9244;0;72;0,0978;0;1;0;1;1;0,7085;1
306;15;44;7110;7110;0;48;0,3489;0;1;0;1;0;0,0636;1
307;7;72;17700;16291;0;72;0,2190;0;0;0;1;0;0,1213;0
308;6;69;5850;6292;0;24;0,1242;0;1;0;0;0;0,0924;1
309;9;73;20000;20411;0;24;0,1771;0;1;1;0;0;0,1239;1
310;1;33;8000;6495;0;48;0,0805;0;0;0;1;1;0,5761;0
311;4;28;17029;17029;0;60;0,0597;0;1;0;0;0;0,2448;0
312;0;30;9690;10170;0;36;0,1663;0;0;0;0;0;0,4115;0
313;1;42;7800;3040;1;36;0,0542;0;0;0;1;0;0,2989;0
314;17;44;12000;12000;0;60;0,0715;0;1;1;0;0;0,0439;1
315;5;58;18950;16133;0;60;0,0610;0;1;1;0;0;0,0201;0
316;2;47;11490;10941;0;60;0,0787;0;1;1;0;0;0,0400;0
317;3;50;21475;21475;0;60;0,0889;0;1;1;0;0;0,0748;0
318;0;45;21000;24093;0;60;0,1290;0;1;0;0;0;0,2090;0
319;17;56;8390;8926;0;60;0,0889;0;1;0;0;0;0,0711;1
320;12;37;9990;12131;0;96;0,0593;0;1;0;0;0;0,1121;1
321;2;25;11300;8800;0;48;0,1320;0;0;0;0;0;0,1790;0
322;26;46;15300;17384;0;60;0,0751;0;1;1;0;0;0,1530;1
323;7;57;15990;17518;0;84;0,1155;0;1;0;1;0;0,2165;1
324;26;61;21300;18300;0;60;0,1283;0;0;1;0;0;0,0342;0
325;2;38;11480;12522;0;60;0,0524;0;1;0;1;1;0,5094;0
326;7;49;7980;6480;0;48;0,0795;0;1;0;1;0;0,3055;1
327;8;50;6930;5430;0;36;0,0377;0;1;0;0;0;0,0662;1
328;1;53;9950;6750;0;60;0,0907;0;0;0;0;0;0,0544;0
329;9;37;20485;19485;0;60;0,1551;0;0;1;0;0;0,0920;0
330;2;53;7990;8682;0;60;0,0762;0;1;1;0;0;0,2193;0
331;10;39;14000;12000;0;36;0,0941;0;1;0;0;0;0,0535;1
332;1;32;17000;18319;0;96;0,1239;0;0;0;1;1;0,7678;0
333;48;64;13620;9000;0;12;0,0942;0;0;0;0;0;0,0469;0
334;0;34;14160;14160;0;48;0,0970;0;0;0;0;0;0,2013;0
335;0;39;13990;13990;0;48;0,0777;0;0;0;0;0;0,1185;0
336;3;20;15600;15165;0;60;0,2086;0;0;1;1;0;0,4778;0
337;3;76;12990;14471;0;96;0,1516;0;0;0;1;1;0,7825;0
338;0;18;19865;16446;0;72;0,1133;0;0;0;0;0;0,1542;0
339;12;37;11100;11723;0;72;0,0683;0;1;0;0;0;0,2202;1
340;0;21;8684;9259;0;48;0,0820;0;0;0;1;1;0,6333;0
341;32;52;9979;8290;0;60;0,0720;1;1;1;0;0;0,2478;0
342;38;55;15900;5900;1;48;0,0159;0;1;1;0;0;0,0131;1
343;7;34;13640;11640;0;72;0,0872;0;1;1;0;0;0,0196;1
344;24;40;16100;15973;0;60;0,1211;0;0;0;0;0;0,0965;0
345;10;51;27990;18990;0;36;0,1770;0;0;0;0;0;0,0781;0
346;0;32;14460;10762;0;60;0,0883;0;0;0;0;0;0,2493;0
347;13;53;12500;12470;0;60;0,1358;0;1;0;0;0;0,1586;1
348;2;23;8875;4649;0;36;0,0800;0;0;0;0;0;0,0402;0
349;24;52;5990;3490;0;36;0,0468;0;1;1;0;0;0,0413;1
350;1;29;16800;14000;0;96;0,0880;0;1;1;0;0;0,2261;0
351;19;41;19921;21775;0;72;0,1564;0;1;1;0;0;0,0300;1
352;14;31;8950;10206;0;60;0,0751;0;0;0;0;0;0,0418;0
353;8;39;5039;5354;0;24;0,0958;0;0;0;0;0;0,0614;0
354;0;50;5850;6356;0;60;0,0900;0;0;0;0;0;0,0901;0
355;1;27;3690;2009;0;24;0,0757;0;0;0;0;0;0,1918;0
356;24;60;13040;16481;0;96;0,0714;0;1;1;0;0;0,2128;1
357;11;61;14500;6490;1;36;0,1835;0;1;1;0;0;0,0098;1
358;6;27;12490;5925;1;48;0,0771;0;0;0;0;0;0,0348;0
359;18;48;6017;6017;0;48;0,1030;0;0;1;0;0;0,0616;0
360;7;60;12058;3698;1;24;0,1468;0;1;1;0;0;0,0027;1
361;25;45;10206;11067;0;60;0,0780;0;1;1;0;0;0,0951;1
362;8;57;15500;5860;1;60;0,0453;0;1;0;0;0;0,0345;1
363;0;51;6950;8062;0;72;0,0584;0;1;1;1;0;0,1418;0
364;9;29;7250;6250;0;36;0,1046;0;0;0;0;0;0,0443;0
365;36;56;22749;19749;0;72;0,0909;0;0;1;0;0;0,0454;0
366;9;54;13609;13609;0;72;0,0497;0;1;0;0;0;0,0281;1
